npcId,situation,day,role,nodeKey,label_en,label_ko,expression,text_en,text_ko,goto,outcome
6,Reception,0,Question,clean,Leave it be,그냥 둔다,,,,clean_no,
6,Reception,0,Node,clean_yes,,,Neutral,"Sure. Just don't move my boots if they're by the door.","좋소. 문 옆에 부츠 있으면 그것만 건드리지 마시오.",,
6,Reception,0,Node,clean_no,,,Neutral,"Even easier. Suits me.","그게 더 편하지. 좋소.",,
6,Reception,0,Question,reject,Turn him away,돌려보낸다,Neutral,"No room? I can't drive another mile. Not tonight.","방이 없다고? 한 마일도 더 못 가오. 오늘 밤은 안 되오.",reject_insist,
6,Reception,0,Node,reject_insist,,,Neutral,"I'll sleep in the cab if I have to. Just let me park it lit.","정 안 되면 운전석에서 자겠소. 불 켜진 데 세우기만 하게 해 주시오.",,
6,Reception,0,Node,reject_insist,Hold firm,단호하게 거절한다,,,,reject_final,
6,Reception,0,Node,reject_insist,Let him park and stay,대고 묵게 한다,,,,,
6,Reception,0,Node,reject_final,,,Neutral,"...Alright. I've slept in that cab plenty. One more night won't kill me.","...알겠소. 그 운전석에서 숱하게 잤소. 하룻밤 더 잔다고 죽기야 하겠소.",,Rejected
6,Reception,0,Node,checkin,,,Neutral,"Appreciate it. You won't hear the engine till morning.","고맙소. 아침까진 엔진 소리 안 낼 거요.",,
6,Reception,0,Node,checkin_paid,,,Neutral,"There. Paid. Now point me at the bed.","자. 냈소. 이제 침대나 가리켜 주시오.",,
6,Reception,0,Node,checkin_paid,,,Neutral,"Appreciate it. You won't hear the engine till morning.","고맙소. 아침까진 엔진 소리 안 낼 거요.",,
6,Dawn,0,Greeting,,,,Neutral,"You again. I was just at the window.","또 당신이오. 방금 창가에 있었소.",,
6,Dawn,0,Question,noise,Ask about the noise last night,간밤의 소음에 대해 묻는다,Neutral,"Gravel. Out by the rig. Like someone walking a slow circle around it.","자갈 소리. 트럭 쪽에서. 누가 그 주위를 천천히 한 바퀴 도는 것처럼.",,
6,Dawn,0,Question,truck,Ask about his truck,그의 트럭에 대해 묻는다,Neutral,"Cab light was on. I never leave it on. And the door was open on the driver's side.","운전석 등이 켜져 있었소. 나는 그걸 절대 안 켜두는데. 운전석 문도 열려 있었고.",,
6,Dawn,0,Question,leaving,Ask when he's leaving,언제 떠날 건지 묻는다,Neutral,"Soon as it's light enough to see the road. I don't like this lot in the dark.","길이 보일 만큼 밝아지면 바로. 어두울 때 이 주차장은 영 마음에 안 드오.",,
7,Reception,0,Greeting,,,,Neutral,"A quiet room, if you have one. My boy's worn out.","조용한 방이면 좋겠습니다. 애가 지쳐서요.",,
7,Reception,0,Greeting,,,,Neutral,"Just the two of us. One night, maybe two.","저희 둘이에요. 하룻밤, 어쩌면 이틀.",,
7,Reception,0,Greeting,,,,Neutral,"He doesn't talk to strangers. Don't take it personally.","애가 낯선 사람하고는 말을 안 합니다. 서운해 마세요.",,
7,Reception,0,Question,name,Ask their name,이름을 묻는다,Neutral,"Mine's on the card. His isn't on anything. He's just my boy.","제 건 신분증에 있습니다. 애 건 아무 데도 없어요. 그냥 제 아들이니까요.",,
7,Reception,0,Question,boy,Ask about his son,아들에 대해 묻는다,Neutral,"He's been like this since his mother. Quiet. Watches a lot. He's no trouble.","엄마 일 이후로 계속 이래요. 조용하고. 가만히 쳐다보고. 말썽은 안 부립니다.",,
7,Reception,0,Question,stay,Ask how long they're staying,며칠 묵을지 묻는다,Neutral,"One night to start. I'll tell you in the morning if we need another.","일단 하룻밤이요. 하루 더 필요하면 아침에 말씀드릴게요.",,
7,Reception,0,Question,stay,Charge one night up front,하룻밤치를 선불로 받는다,,,,stay_pay,
7,Reception,0,Question,stay,Settle it later,나중에 정산한다,,,,stay_trust,
7,Reception,0,Node,stay_pay,,,Neutral,"Up front. Of course. Here - for the one night.","선불이요. 그럼요. 여기 - 하룻밤치입니다.",,
7,Reception,0,Node,stay_trust,,,Neutral,"Thank you. Makes it easier, carrying him and all.","고맙습니다. 애를 안고 다니느라, 그게 편하네요.",,
7,Reception,0,Question,clean,Ask about housekeeping,하우스키핑을 어떻게 할지 묻는다,Neutral,"Please don't come in during the day. He naps, and he startles.","낮에는 들어오지 말아 주세요. 애가 낮잠을 자는데, 잘 놀랍니다.",,
7,Reception,0,Question,clean,Respect that - leave the room,그렇게 한다 - 방은 건드리지 않는다,,,,clean_no,
7,Reception,0,Question,clean,Insist on a morning tidy,그래도 아침 청소를 한다,,,,clean_yes,
7,Reception,0,Node,clean_no,,,Neutral,"Thank you. Really. He needs the room to feel the same.","고맙습니다. 정말로요. 애는 방이 늘 똑같아야 안심해요.",,
7,Reception,0,Node,clean_yes,,,Neutral,"...If you must. Knock first. Loudly. Give him time to hide.","...정 그러셔야 한다면. 먼저 노크하세요. 크게. 애가 숨을 시간을 주시고요.",,
7,Reception,0,Question,reject,Turn them away,돌려보낸다,Neutral,"With a child? At this hour?","애를 데리고요? 이 시간에?",reject_insist,
7,Reception,0,Node,reject_insist,,,Neutral,"Look at him. He can barely keep his eyes open. Please.","애 좀 보세요. 눈도 못 뜨고 있잖아요. 부탁드립니다.",,
7,Reception,0,Node,reject_insist,Hold firm,단호하게 거절한다,,,,reject_final,
7,Reception,0,Node,reject_insist,Let them in,들여보낸다,,,,,
7,Reception,0,Node,reject_final,,,Neutral,"...Come on. We'll find the car warm enough.","...가자. 차 안이 그래도 따뜻할 거야.",,Rejected
7,Reception,0,Node,checkin,,,Neutral,"Thank you. You won't even know he's here.","고맙습니다. 애가 있는 줄도 모르실 거예요.",,
7,Reception,0,Node,checkin_paid,,,Neutral,"There. Paid. Say thank you to the man - ...he's shy.","여기요. 냈습니다. 아저씨한테 인사해야지 - ...애가 부끄럼이 많아서요.",,
7,Reception,0,Node,checkin_paid,,,Neutral,"Thank you. You won't even know he's here.","고맙습니다. 애가 있는 줄도 모르실 거예요.",,
7,Dawn,0,Greeting,,,,Neutral,"Keep your voice down. He's finally asleep.","목소리 낮춰 주세요. 이제야 겨우 잠들었어요.",,
7,Dawn,0,Question,noise,Ask about the noise last night,간밤의 소음에 대해 묻는다,Neutral,"That was him. Talking in his sleep. He does that. It's nothing.","그건 애예요. 잠꼬대요. 원래 그래요. 아무것도 아닙니다.",,
7,Dawn,0,Question,voices,Ask why it sounded like more than one child,왜 아이가 여럿인 것처럼 들렸는지 묻는다,Neutral,"...It's a small room. Voices bounce. It's just him. It's always just him.","...방이 좁아서요. 소리가 울려요. 애 하나뿐이에요. 늘 애 하나뿐입니다.",,
7,Dawn,0,Question,seen,Ask if he saw anything in the hall,복도에서 뭘 못 봤는지 묻는다,Neutral,"I don't leave him alone to go looking. Whatever you heard, it wasn't us.","애를 혼자 두고 나가서 살피진 않아요. 뭘 들으셨든, 우린 아닙니다.",,
8,Reception,0,Greeting,,,,Neutral,"Evening. I'll want a room that faces the walkway, if that's an option.","안녕하세요. 가능하면 복도 쪽을 보는 방으로 부탁드립니다.",,
8,Reception,0,Greeting,,,,Neutral,"A night or two. Depends on the light.","하룻밤이나 이틀이요. 빛에 따라 달라요.",,
8,Reception,0,Greeting,,,,Neutral,"Don't mind the bag. It's just cameras.","가방은 신경 쓰지 마세요. 그냥 카메라예요.",,
8,Reception,0,Question,name,Ask their name,이름을 묻는다,Neutral,"It's on my ID. The work doesn't have my name on it, if that's what you're asking.","신분증에 있습니다. 작업물엔 제 이름이 안 들어가요, 그걸 물으신 거라면.",,
8,Reception,0,Question,shoot,Ask what he's photographing,무엇을 촬영하는지 묻는다,Neutral,"The building. The corridor, mostly. Places people pass through without looking.","건물이요. 대부분은 복도. 사람들이 안 보고 지나치는 자리들요.",,
8,Reception,0,Question,shoot,Ask who it's for,누구 의뢰인지 묻는다,,,,shoot_client,
8,Reception,0,Question,shoot,Let it go,넘어간다,,,,,
8,Reception,0,Node,shoot_client,,,Neutral,"Nobody, yet. Some pictures you take first and find the buyer after. This is one of those.","아직 아무도요. 어떤 사진은 먼저 찍고 나중에 살 사람을 찾습니다. 이게 그런 겁니다.",,
8,Reception,0,Question,traffic,Ask about the foot traffic remark,사람이 많이 다니냐던 말을 되묻는다,Neutral,"Just curious how busy that hallway gets after dark. It photographs... fuller than it should.","그냥 그 복도가 밤에 얼마나 붐비나 궁금해서요. 사진에는... 있어야 할 것보다 꽉 차게 나오더라고요.",,
8,Reception,0,Question,stay,Ask how long he's staying,며칠 묵을지 묻는다,Neutral,"Two nights. If the shot doesn't come by then it isn't coming.","이틀이요. 그때까지 원하는 컷이 안 나오면 안 나오는 겁니다.",,
8,Reception,0,Question,stay,Take it up front,선불로 받는다,,,,stay_pay,
8,Reception,0,Question,stay,Let him settle after,나중에 정산하게 한다,,,,stay_trust,
8,Reception,0,Node,stay_pay,,,Neutral,"Up front's fine. Cash. Photographers always have cash.","선불 좋습니다. 현금이요. 사진가는 늘 현금을 갖고 다녀요.",,
8,Reception,0,Node,stay_trust,,,Neutral,"After, then. I'll leave it under the door if I'm out early.","그럼 나중에요. 일찍 나가면 문 밑에 넣어두겠습니다.",,
8,Reception,0,Question,clean,Ask about housekeeping,하우스키핑을 어떻게 할지 묻는다,Neutral,"Mornings are fine. Don't touch the camera on the tripod. It's aimed.","아침은 괜찮습니다. 삼각대 위 카메라는 건드리지 마세요. 조준해 둔 겁니다.",,
8,Reception,0,Question,clean,Tidy each morning,매일 아침 정리한다,,,,clean_yes,
8,Reception,0,Question,clean,Leave the room,방은 건드리지 않는다,,,,clean_no,
8,Reception,0,Node,clean_yes,,,Neutral,"Good. Just work around the tripod. Don't turn it.","좋습니다. 삼각대만 피해서요. 돌리지는 마시고요.",,
8,Reception,0,Node,clean_no,,,Neutral,"Even better. The frame stays exactly where I set it.","그게 더 좋죠. 구도가 제가 잡아둔 그대로 있으니까.",,
8,Reception,0,Question,reject,Turn them away,돌려보낸다,Neutral,"That's a shame. The light here is very specific.","아쉽네요. 여기 빛이 아주 특이한데.",reject_insist,
8,Reception,0,Node,reject_insist,,,Neutral,"I can shoot from the lot. I'd rather have a door, but I don't need one.","주차장에서도 찍을 수 있습니다. 방이 있으면 좋지만, 꼭 필요하진 않아요.",,
8,Reception,0,Node,reject_insist,Hold firm,단호하게 거절한다,,,,reject_final,
8,Reception,0,Node,reject_insist,Give him a room,방을 준다,,,,,
8,Reception,0,Node,reject_final,,,Neutral,"Alright. I'll set up across the road. You won't notice me.","알겠습니다. 길 건너편에 자리 잡죠. 있는 줄도 모르실 겁니다.",,Rejected
8,Reception,0,Node,checkin,,,Neutral,"Thank you. I'll be quiet. The camera does all the work anyway.","고맙습니다. 조용히 있겠습니다. 어차피 일은 카메라가 다 하니까요.",,
8,Reception,0,Node,checkin_paid,,,Neutral,"Paid. Now - which way does that corridor run?","냈습니다. 그런데 - 그 복도가 어느 쪽으로 나 있죠?",,
8,Reception,0,Node,checkin_paid,,,Neutral,"Thank you. I'll be quiet. The camera does all the work anyway.","고맙습니다. 조용히 있겠습니다. 어차피 일은 카메라가 다 하니까요.",,
8,Dawn,0,Greeting,,,,Neutral,"You're up early. So am I. The hallway's better before dawn.","일찍 일어나셨네요. 저도요. 복도는 동트기 전이 제일 좋습니다.",,
8,Dawn,0,Question,noise,Ask about the noise last night,간밤의 소음에 대해 묻는다,Neutral,"Shutter. Mine. I got up three times. Kept feeling like I'd missed something.","셔터요. 제 겁니다. 세 번 일어났어요. 뭔가 놓친 것 같은 기분이 계속 들어서.",,
8,Dawn,0,Question,shots,Ask what he photographed in the night,밤에 무엇을 찍었는지 묻는다,Neutral,"Empty wall. End of the corridor. When I check the back of the camera, it isn't empty.","빈 벽이요. 복도 끝. 카메라 뒷면으로 확인하면, 비어 있지가 않습니다.",,
8,Dawn,0,Question,who,Ask who's in the pictures,사진에 누가 있는지 묻는다,Neutral,"I don't know them. They're always facing away. And there's one more every time I look.","모르는 사람들입니다. 늘 등을 돌리고 있어요. 그리고 볼 때마다 한 명씩 늘어 있고요.",,
9,Reception,0,Greeting,,,,Neutral,"Good evening. I won't keep you long - a room, two or three nights.","안녕하십니까. 오래 붙잡지 않겠습니다 - 방 하나, 이삼 일이면 됩니다.",,
9,Reception,0,Greeting,,,,Neutral,"The end room, if it's free. I like to be where the hall stops.","가능하면 끝방으로요. 복도가 끝나는 자리가 좋습니다.",,
9,Reception,0,Greeting,,,,Neutral,"Bless this house. It has seen a great deal, hasn't it.","이 집에 복이 있기를. 이 집도 참 많은 걸 보았겠지요.",,
9,Reception,0,Question,name,Ask their name,이름을 묻는다,Neutral,"Father. That will do. The rest is on the diocese card.","신부라고 하시면 됩니다. 나머지는 교구 신분증에 있어요.",,
9,Reception,0,Question,purpose,Ask why he's in town,이 동네에 온 이유를 묻는다,Neutral,"To see one of the flock off. The service is the day after tomorrow. Someone should sit with them until then.","양 한 마리를 배웅하러요. 장례는 모레입니다. 그때까지 누군가는 곁을 지켜야지요.",,
9,Reception,0,Question,room,Ask about the end-room request,끝방을 원하는 이유를 묻는다,Neutral,"Fewer walls for sound to carry through. I pray aloud. It disturbs people.","소리가 새어 나갈 벽이 적어서요. 저는 소리 내어 기도합니다. 사람들이 불편해하지요.",,
9,Reception,0,Question,stay,Ask how many nights,며칠 묵을지 묻는다,Neutral,"Three. Unless they hold the service longer. These things run their own time.","사흘이요. 장례가 길어지지 않는다면요. 이런 일은 제 나름의 시간이 있어서.",,
9,Reception,0,Question,stay,Ask for payment up front,선불을 요구한다,,,,stay_pay,
9,Reception,0,Question,stay,Let the church settle it,교회가 정산하게 한다,,,,stay_trust,
9,Reception,0,Node,stay_pay,,,Neutral,"Up front. Of course. The Lord's money spends the same.","선불이요. 그럼요. 주님의 돈도 쓰이는 건 똑같지요.",,
9,Reception,0,Node,stay_trust,,,Neutral,"The parish will send it. Put it in whatever box you keep for such things.","교구에서 보낼 겁니다. 그런 걸 넣어두는 함이 있으면 거기에 넣어두시고요.",,
9,Reception,0,Question,clean,Ask about housekeeping,하우스키핑을 어떻게 할지 묻는다,Neutral,"Leave the room as it is. Once I've knelt in it, it is a place of prayer. It should not be tidied.","방은 그대로 두십시오. 제가 한 번 무릎 꿇은 방은 기도하는 자리입니다. 정리할 곳이 아니에요.",,
9,Reception,0,Question,clean,Agree to leave it,그러기로 한다,,,,clean_no,
9,Reception,0,Question,clean,Say it will be cleaned anyway,그래도 청소한다고 한다,,,,clean_yes,
9,Reception,0,Node,clean_no,,,Neutral,"Thank you. You would be surprised how much a room remembers.","고맙습니다. 방이 얼마나 많은 걸 기억하는지 아시면 놀라실 겁니다.",,
9,Reception,0,Node,clean_yes,,,Neutral,"Then do it in daylight, and say nothing while you work. Some of what's in there is listening.","그럼 낮에 하시고, 일하는 동안 아무 말도 마십시오. 그 안에 있는 것 중엔 귀를 기울이는 것도 있으니.",,
9,Reception,0,Question,reject,Turn them away,돌려보낸다,Neutral,"You would send a priest back onto the road at night?","한밤중에 신부를 길바닥으로 돌려보내시겠습니까?",reject_insist,
9,Reception,0,Node,reject_insist,,,Neutral,"I have slept in churches with no roof. I only ask because someone in this town needs me tomorrow.","지붕도 없는 성당에서도 자봤습니다. 다만 내일 이 동네에 저를 필요로 하는 사람이 있어서 청하는 겁니다.",,
9,Reception,0,Node,reject_insist,Hold firm,단호하게 거절한다,,,,reject_final,
9,Reception,0,Node,reject_insist,Let him stay,묵게 한다,,,,,
9,Reception,0,Node,reject_final,,,Neutral,"Then I'll keep my vigil in the lot. God is not particular about walls.","그럼 주차장에서 밤을 새우지요. 하느님은 벽을 가리지 않으십니다.",,Rejected
9,Reception,0,Node,checkin,,,Neutral,"Bless you. Sleep without fear tonight - I'll be awake for both of us.","복 받으십시오. 오늘 밤은 두려움 없이 주무시고요 - 우리 둘 몫으로 제가 깨어 있겠습니다.",,
9,Reception,0,Node,checkin_paid,,,Neutral,"There. The full stay. Now show me to the end of the hall.","여기요. 숙박비 전액입니다. 이제 복도 끝으로 안내해 주십시오.",,
9,Reception,0,Node,checkin_paid,,,Neutral,"Bless you. Sleep without fear tonight - I'll be awake for both of us.","복 받으십시오. 오늘 밤은 두려움 없이 주무시고요 - 우리 둘 몫으로 제가 깨어 있겠습니다.",,
9,Dawn,0,Greeting,,,,Neutral,"Come in, come in. I was only reading. I'm always only reading, at this hour.","들어오세요, 들어오세요. 그냥 읽고 있었습니다. 이 시간엔 늘 그냥 읽고 있지요.",,
9,Dawn,0,Question,noise,Ask about the noise last night,간밤의 소음에 대해 묻는다,Neutral,"That was me. Prayer, most of it. Toward the end I was answering someone. Habit.","그건 저였습니다. 대부분 기도고요. 끝 무렵엔 누군가에게 대답을 하고 있었어요. 습관이지요.",,
9,Dawn,0,Question,room,Ask who left this room before him,전에 이 방을 떠난 사람이 누구인지 묻는다,Neutral,"Someone did. I can tell. The air in a room hangs different after. This one hangs very heavy.","누군가 떠났습니다. 압니다. 그 뒤엔 방 공기가 다르게 걸려 있어요. 이 방은 아주 무겁게 걸려 있고요.",,
9,Dawn,0,Question,doors,Ask why he touches every door in the hall,복도의 문마다 손을 대는 이유를 묻는다,Neutral,"Marking them. So that whatever walks the hall tonight knows which rooms are spoken for.","표시하는 겁니다. 오늘 밤 복도를 걷는 게 무엇이든, 어느 방이 이미 임자가 있는지 알도록.",,
6,Reception,0,Question,id,Ask for identification,신분증을 요구한다,Neutral,"License and hauling permit. Both current.","면허하고 운송 허가증이요. 둘 다 유효하고.",,
6,Reception,0,Question,id,Look at the ID,신분증을 확인한다,,,,id_show,
6,Reception,0,Question,id,Never mind,됐습니다,,,,,
6,Reception,0,Node,id_show,,,Neutral,"Address on there's two states back. I move around.","거기 주소는 두 주 전 거요. 여기저기 다니니까.",,
7,Reception,0,Question,id,Ask for identification,신분증을 요구한다,Neutral,"Mine's here. Don't ask him for his - he's four.","제 건 여기요. 애한테는 묻지 마세요, 네 살이니까.",,
7,Reception,0,Question,id,Look at the ID,신분증을 확인한다,,,,id_show,
7,Reception,0,Question,id,Never mind,됐습니다,,,,,
7,Reception,0,Node,id_show,,,Neutral,"Just me on it. He's not registered anywhere yet.","저 하나만 있어요. 애는 아직 어디에도 등록이 안 돼서요.",,
8,Reception,0,Question,id,Ask for identification,신분증을 요구한다,Neutral,"Press card's expired. State ID's fine, though.","기자증은 만료됐고요. 신분증은 멀쩡합니다.",,
8,Reception,0,Question,id,Look at the ID,신분증을 확인한다,,,,id_show,
8,Reception,0,Question,id,Never mind,됐습니다,,,,,
8,Reception,0,Node,id_show,,,Neutral,"The address is a P.O. box. I'm not home much.","주소는 사서함이에요. 집에 잘 없어서요.",,
9,Reception,0,Question,id,Ask for identification,신분증을 요구한다,Neutral,"The diocese issued it. A long time ago now.","교구에서 발급한 겁니다. 이제는 꽤 오래됐지만요.",,
9,Reception,0,Question,id,Look at the ID,신분증을 확인한다,,,,id_show,
9,Reception,0,Question,id,Never mind,됐습니다,,,,,
9,Reception,0,Node,id_show,,,Neutral,"The parish on there closed years ago. I never updated it.","거기 적힌 교구는 몇 년 전에 문을 닫았습니다. 갱신을 안 했어요.",,
